judul,ulasan,skor,url
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"I started this anime with a lot of hope, it had a very interesting plot line but it really growed weird after every progressing episode . It just felt weird after every episodes, a lot of cheezy lines with a lot of over dramatic scene of bad flirting with a  child. It really became the main premise as the story progress to the end. First it was tolerable as it didn't not really overshadowed the plot and we were able to make sense of the story which really had really interesting premise but it just totally overshadowed it at the end.",Reviewer’s Rating: 3,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"This anime is a refreshing and lighthearted watch that blends comedy, romance, and action in a way that feels natural and enjoyable. If you're a fan of romantic comedies, this series offers a perfect mix of humor and heart, making it a great pick for those who love a little romance with their laughs. The humor is genuinely amusing, often surprising in its delivery, and it’s one of the standout features of the show. Whether it’s through quirky character interactions or witty dialogue, the comedic moments always hit the right note without ever feeling forced or overdone.

The romantic elements also feel quite genuine, and while
                  ...
it's not the primary focus of the anime, the light romance adds an extra layer of charm to the story. It’s not the kind of romance that dominates the plot, but rather something that plays out naturally alongside the action and comedy, giving the show a well-rounded feel. If you’re someone who enjoys seeing characters develop both personally and romantically while still having fun, this anime will likely appeal to you.

The animation in this series is another strength. It’s fluid, smooth, and well-executed, especially when it comes to the fight scenes. Often in anime, action sequences can feel stiff or awkward, but here, the battles flow seamlessly and look dynamic. You won’t find yourself distracted by poorly drawn or badly animated moments, which can sometimes take you out of the experience. Every movement, whether in combat or casual interactions, is well choreographed and visually appealing. The attention to detail in the animation helps elevate the overall experience and keeps you immersed in the world the anime creates.

One of the key highlights of the anime is the soundtrack, particularly the opening and ending songs. Both the opening and ending OSTs stand out for their energy and tone, fitting perfectly with the overall vibe of the show. They’re catchy, memorable, and leave you with a sense of satisfaction after each episode. The music complements the narrative well, enhancing the emotional beats of the story and giving each moment a little more impact.

For those who enjoy a balance of romance, comedy, and action, this anime does an excellent job of catering to all those elements without letting any one aspect overshadow the others. The blend of genres feels cohesive, and nothing ever seems out of place. It’s a show that you can watch when you want to unwind and enjoy a fun, easy-going story with a bit of depth.

If you’re looking for an anime that offers humor, romance, and well-executed action in equal measure, then this is definitely a show worth watching. It’s the kind of anime that will make you smile, leave you satisfied, and perhaps even have you coming back for more episodes to see how the characters continue to grow and interact. Overall, it's a solid pick for anyone who enjoys a good romantic comedy with a touch of action, offering both light-hearted moments and satisfying fight sequences in a well-rounded package.",Reviewer’s Rating: 7,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"Plainly the love story revolves around the MC (an already underaged girl becoming reborn as an even YOUNGER girl) and her now ""husband"" who is a self proclaimed pedophile who is destined to do evil things (other than being a pedophile). 

I hate seeing so many anime still being made that have these kind of stories showing predatory situations that are being romanticized. A 10 year old girl is not an appropriate love interest for a grown man. It takes away from the story and makes almost any other aspect of the show irrelevant. 

The animation, sound and world building seem decent enough, but I
                  ...
personally don't like pedophiles and am not interested in watching a ""love"" story about one. Would not recommend if you also dislike pedophilia.",Reviewer’s Rating: 2,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"Hmm, after watching the whole damn series, I’ve come to a conclusion: I really enjoyed the show.
I love how the Dragon Emperor turns soft whenever it comes to his wife lmao, he’s so fragile.
The only issue I have is the age gap. I wouldn’t mind if Jill were 14 or 15 years old, since that’s often considered mature in palace settings or historical contexts.
But nope she’s only 10. Shoutout to Jill for having the mindset and maturity of someone older (Iykyk), even though her body still gives off chill-little-girl vibes.
I love how Jill takes action and stands out, and the Dragon Emperor never disappoints me
                  ...
with his immature side.
All in all, I kinda liked the whole ride",Reviewer’s Rating: 7,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"This anime was fine. It had a lot of the tropes of other time rewind anime but nothing more than what you'd expect from anime.

The characters were very cute and likeable and I would've rated it higher if it didn't fail the one pet-hate I have of media I watch - UNNECESSARY SECRET KEEPING.
This was prevalent throughout the show and was extremely frustrating to watch. Entire episodes played out situations of life threatening danger that could have been completely precluded if certain characters had just chosen to share normal information with each other. 

The ending was spoiled through the negligence of the main cast allowing
                  ...
the main antagonist to leave with everything they wanted in order to jusitfy a season 2.

The main heroine spouts a dream of hers that is baited then switched out for something slightly lesser right at the end leaving you with an unsatisfied taste in your mouth.

It's fine but I wish the writing had been more cohesive.",Reviewer’s Rating: 6,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"This thing is just not aimed at the male audience. Although the MC (strong loli[""but she is actually 300 years old""] wamen) is somewhat relatable and ""stable"", most of the other characters are just plain crazy. One minute you have someone as your sworn ally, the next they are willing to spill your guts on the floor and sell your mother into slavery, and vice versa. Crazy. There is little to no build-up to this, otherwise it would be a great story. 

The beginning is decent, but after about 6 episodes things start to speed up. Court politics take the center stage, and unfortunately they
                  ...
are underdeveloped. Most decisions seem to be made on the basis of ""I just feel like it"". Pacing becomes too fast.

On other fronts like art, etc, it is just as you expect from your average anime. But there is a visible effort to make improvements on the animation.",Reviewer’s Rating: 6,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"So if you can get over the obvious age gap in this series, physically 10-11, mentally 16 due to time travel, then this isn't a bad anime! The lore for the dragon emperor is very cool and I love the time travel aspect of her essentially changing his destiny. Another weird part is her former love interest was getting freaky with his sister, or its heavily implied which is some game of thrones level shit but I digress. It started out strong, kind of dipped in the middle and ended strong with some pretty good fight scenes although I am pretty sure one of them
                  ...
was literal pngs with a fire effect BUT hey if you are looking for some interesting dragon lore anime with a stuck up bitch goddess in it then give do over damsel a try!",Reviewer’s Rating: 6,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"This is one of those shows that you watch when you are watching for your favorite seasonal show to come out with its next episode.  The story is not amazing but it isn't bad either.  The worst part of the show is age of the MC technically, even though she was 16 at the start of the show she is now like 10-14 years old.  I have been coping with it by just saying this stuff happened in the ye old days but if I look away from that fact the show is not terrible.  Honestly I would give it a
                  ...
6.5 as it stands, but 7.5-7.8 if the character was a little bit older and more relatable.",Reviewer’s Rating: 7,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"Great romantic fantasy comedy, the animation is sufficient for the project, and the opening and ending are cool, the ending song is really cool, I even added it to the playlist.

I understand the unnecessary fact that the female protagonist returns to adolescence/childhood, and this can initially make the environment strange with the romantic part of a much older guy.

But the story's proposal is light and fun, with some more serious narrative moments, this is soon placed in the context of being a romance that takes place in the future, and that in the ""time"" dealt with in the work, which would be an older/medieval time,
                  ...
this was something quite normal, but he doesn't try to justify this, because as I said, the work always tries to take everything very lightly, this is not supposed to be the central point, but rather the comedy, fun, and the cuteness of the characters.

I recommend it to anyone looking for a cute work, with a light romance with some fantasy elements.

J.C.Staff, the studio responsible for the work, surprised me a little here. I had a pretty bad image of them after some poorly made works I saw, but this one is well done. It's nothing out of this world, but it's well done, and delivers what the work needs, especially in the characters' feelings.

The futuristic scenes of the male protagonist going to a bad end were very well done, they always give off a very dark vibe, and with an absurd design. I think his best design scenes are in these.

Besides, what bothers me a little about the work itself is that in the story, the way the story is told by the protagonist at the beginning, you start to hate his family absurdly, but when you get to know some people, you see that there are people there who are good, it's not that horrible scenario with no hope. The two that appear in it are really cool.

Also, another thing that bothers me is the fact that he doesn't talk to his romantic partner properly, like, if they like each other so much, some drama there wasn't necessary, especially when she is locked in the barrier, their discussion doesn't make any sense... they could just talk like people... Even if after that, this kind of thing stops happening, I still find it a bit forced...

For me, in the end the work gets a 7.5/8, I binge-watched it in 1 day, I really liked it, it would be perfect if it were made by DOGA KOBO or Kyoto Animation or OLM or any studio of that level, giving it a recent treatment like Bokuyaba, Komi-san received.",Reviewer’s Rating: 8,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"Good:
* great setting and lore. A goddess that believes in emotional love and a dragon god who believes in logic/reason is a cool concept.
* silly comedy with fun lead characters. I love how badass and active FL is. And the ML has some good character development towards the end of the season.
* wholesome romance (except for the age-gap thing, which is weird, but anime gotta anime).

Bad:
* predictable plot with lots of plot conveniences. there's not tension at all. 
* Garbage animation and production. 

Overall
Despite the low budget, I was able to enjoy the show. If you don't like the main characters though, you should just
                  ...
drop it early on.",Reviewer’s Rating: 7,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"The main plot here is problematic to say the least.

A battle hardened teen is thrown back in time at the moment of her death to when she was 10... and was proposed to by her incest prince. To change her fate she claimed to be in love with the first person at hand, who just happened to be an adult and more than happy to take a 10 year old on it!!!!

Yeah, the whole set up is a little... 

They do try to patch it up by making the guy an airhead cinnamon bun vs the girl who acts like she's in her 30s if
                  ...
we're being honest. 

Still, the show refuses to let you forget the status quo even for a second. 

In the first 2 episodes it looked like it was going for a typical shoujo direction with cute food and the guy being a lost puppy in need of taking care of. Then it got political and not fun anymore.

In the 3rd Episodes the animation took a dive and the cost cutting methods started to get more painful. 

I tried to give this a chance but the more I watched the worse it got both plot and art wise.",Reviewer’s Rating: 4,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"First being hunted by your fiance, because of false charges of treason. To then be taken back in time and become betrothed to your former enemy, is certainly a hard start to a new attempt of life.

This show follows Jill and Hadis, who have become betrothed after Jill was taken back in time. We see them have to figure out their own situation and relationship, as Jill also tries to stop certain events from unfolding the same way as they did in her previous time.

The plot of the show very much revolves around Jill wanting a life that doesn't end the same way as the
                  ...
last one, and to avoid a future where Hadis turns into the enemy she formerly knew. This is done with fairly straightforward plot arcs, where throughout there are a few flashbacks to Jill's former life. Through that do we get a broader perspective of situations and with it more insight into the plot, characters and setting. So we get a smooth straightforward plotline that expands itself with flashbacks and sometimes some unknown twists, which really makes the story appealing.

For the characters they are well written and have some unique details to them, with some having more underlying details then others. For the two main characters, they are very much built up to have their big character progression happen over the full length of the story, with the show only showing some milestones for their development. But when we then look at the side characters, is it actually clear that they are built to be able to go under transformation and change their ways. We also see how some of them harbor greater secrets then others, and some take more time to acclimate to the coming change. This all gives a feeling of knowledge in relations the characters have between each other, which overall shapes a great dynamic that forms around the plot.

Animation wise do they switch between some different styles, where each style is very clearly connected to some type of scene. This is for example more chibi design for the silly and fun moments, while combat and serious scenes has a more mature and detailed animation style to it. Though throughout the show there is a more cartoonish feel to it, which is not necessarily bad, since it gives it a bit of uniqueness to the show. This choice in animation also really pairs up well with  the characters and plot.

Sadly for the whole show there is one big drawback, which is the age difference between Hadis and Jill, Jill being 10 and Hadis around 19, Jill was 16 in her former timeline. This type of relationship and those ages, can easily become something very wrong. But the show has saved it in a way that makes one less critical around their relationship, which is done through no fan service, no sexualization, and generally building it around wholesomeness. With it they succeeded in it being a cute relationship, instead of a sexualized one.

So with all that it is a great show with a questionable couple they portray in the best way possible. Thereby I will definitely recommend you watch this, if it is a genre you like or just that you find the idea of the show interesting.",Reviewer’s Rating: 8,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"this is so bad, i felt obliged to write my first review

the special effects and the cinematic scenes is great, but the animation is simple. the character designs are generic, but the polish is good. it looks good enough as a whole with the slight thickness of character outlines, a stylistic choice similar to critically acclaimed Kimetsu no Yaiba. the side-characters' backstories have great potential. i personally enjoy op protagonists, and their contrast with mediocre side-characters, but both lead characters are way overpowered by birthright that it's lame

the antagonist is too overconfident and terrorizing to both of the lead characters for how powerless he is
                  ...
despite losing face and getting his az kicked countless times, showing only rage, and neither sign of fear nor shame; they gave him the plot armor of a protagonist. his obsession with the female lead is also obnoxious and makes no sense

the female lead feels like she juggles personalities so abruptly like multiple ghosts possessing her and fighting over her body. it's also very unsettling to hear all the cheesy, cringe, somewhat flirty dialogues between a rather young girl even by medieval anime standards, and a male lead with an ""i can fix him"" mental fragility and the rationality of a man-child. both their personalities cater well to western ""modern audiences."" anyone who thought this was good should send an application to Ubislop.

the ﻿plot is needlessly overcomplex, and even more so with the haphazard pacing and storytelling. ﻿it was hard to tell, but this is the worst thing i've ever seen in either shojo or reincarnation genre, and im just as stupid for taking 6 episodes to realize i was being baited something good was actually going to happen
﻿﻿
﻿this tried to cast such a wide net that it saved all the fish in the ocean by catching all the garbage",Reviewer’s Rating: 4,https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"A Refreshing Workplace Romance

Workplace romances in anime are rare, and even when they appear, they often lean into unrealistic tropes. I Have a Crush at Work takes a different approach—one that embraces realism while still delivering the charm of a classic rom-com. 

The story follows Yui Mitsuya, a competent yet somewhat reserved office worker, and Masugu Tateishi, her diligent coworker. Their workplace romance begins in secret, which leads to both comedic and heartfelt situations. The show does an excellent job of portraying the nuances of dating in a professional environment, from stolen glances at meetings to the fear of getting caught by nosy colleagues.

While the
                  ...
premise itself isn’t groundbreaking, I Have a Crush at Work excels in its execution. The chemistry between Yui and Masugu feels genuine, and their relationship doesn’t rely on excessive misunderstandings or forced drama. Instead, the tension comes from real-world issues: workplace professionalism, personal boundaries, and navigating love while maintaining a career.

 I personally enjoyed how their relationship develops naturally instead of being rushed. Many romance anime struggle with pacing, either dragging things out too long or pushing relationships forward unnaturally fast. Here, it’s a smooth progression, making the romance feel organic and believable.

One of the standout aspects of this anime is how maturely it handles romance. Unlike the usual high school rom-coms where misunderstandings drag on for episodes, Yui and Masugu actually communicate. When issues arise, they talk it out rather than sulking in silence for half the season.

Also, the professional setting adds an extra layer of realism. Unlike Wotakoi, which focused on office workers who were also otaku, I Have a Crush at Work keeps things grounded, showing real concerns like power dynamics, workplace gossip, and career implications. It doesn’t overly dramatize these aspects but acknowledges them enough to feel authentic.

Studio Blade did a solid job with the animation. It’s not flashy like Jujutsu Kaisen or Solo Leveling, but it doesn’t need to be. The art style is crisp, and character expressions are well done, which is crucial for a romance anime where subtle facial movements matter. The color palette is warm and inviting, matching the relaxed yet emotionally engaging atmosphere of the series.

The voice acting deserves praise too—both main leads deliver performances that enhance their characters’ personalities. Yui’s slightly awkward but sincere tone and Masugu’s calm, composed manner make them feel real rather than over-the-top anime archetypes. The background music complements the show well, with soft piano pieces during emotional moments and lighthearted tunes for comedic scenes. While the animation won’t blow you away, it serves the story well. The subtlety in character expressions adds depth, and the voice actors elevate the dialogue. 

🔹 Pros: realistic romance, strong character chemistry, great pacing, mature and relatable themes.
🔹 Cons: Lacks high-intensity drama (which might not appeal to everyone); art style is good but not standout.

Romance anime often struggle to evolve beyond high school settings, but I Have a Crush at Work proves that adult relationships can be just as interesting—if not more so.

 If you’re tired of rom-coms where everything feels exaggerated, this anime is a solid pick. It’s a refreshing change from the usual high school settings and presents romance in a way that feels closer to real life.

8/10",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"This show is fine. I did not find the characters particularly interesting. You're not really given a chance to get attached to the two protagonists or their relationship. They have the occasional hiccup but it's always resolved in the same episode (which is not a bad thing, in comparison to other romance series stretching out simple conflicts over multiple episodes). In general, though, it feels like every episode hits the same note. I've found myself bored as I continue to watch it. If you just like romantic fluff, you might enjoy this. If you are looking for something more character-driven, however, I would look elsewhere.",Reviewer’s Rating: 6,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Title: A Hidden Gem That Deserves More Love!

Rating: 9/10

At first glance, Can You Keep a Secret? seems like your typical office romance anime—lighthearted, maybe even predictable. But give it a few episodes, and you’ll realize it’s far from ordinary. This anime manages to blend romance, realism, and subtle humor in a way that keeps you hooked, all while making your cheeks hurt from smiling!

Story & Pacing

Unlike many romance anime where couples take an entire season to develop, this show flips expectations. The relationships form naturally and progress at a realistic pace, making it feel mature rather than dragged out. The ""will-they-won't-they"" tension is replaced with
                  ...
refreshing honesty between the characters, giving it a grounded and comforting feel.

Characters & Chemistry

One of the anime’s strongest points is how well-written its characters are. The main couple has fantastic chemistry, and the supporting cast adds depth without unnecessary drama. The romantic developments are subtle yet satisfying, making each interaction feel meaningful rather than forced. It avoids overused clichés while keeping things fun and engaging.

Overall Experience

This anime is a cozy watch—one of those rare gems that feels both heartwarming and mature. It doesn’t rely on exaggerated drama or misunderstandings to create tension, making it stand out from typical rom-coms. If you're looking for a romance anime that respects its audience and characters while still delivering feel-good moments, Can You Keep a Secret? is a must-watch.

Don’t let the low rating fool you—this is a show that deserves more recognition!",Reviewer’s Rating: 10,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"I've seen several people complaining about this anime, and while I respect everyone's opinions, I think most of these complaints don't have much of a solid basis. The biggest reason people seem to complain is that the romance is already firmly established from the first episode, which is quite different from most anime.

Because of this, it feels like an anime without a real conflict or goal, which is very different from typical romance anime. The fact that the main characters are a couple who openly show their affection, love, and desire for each other from the start can make some people uncomfortable.

That being said, I
                  ...
do agree that this anime lacks some drama or conflict. In theory, ""the biggest obstacle""—which would normally be the development of their relationship—has already been overcome. The only real ""conflict"" is their attempts to keep their relationship a secret. While that is important, it's not the main focus.

Another common complaint I've seen is that it makes it clear that the couple is sexually active, and this is shown in multiple episodes. I find this funny because, while it's true, I don't see anything wrong with it. Ironically, people don't seem to complain about this in the Ecchi genre. And while this anime doesn’t really have anything ecchi or provocative—except for one non-explicit scene—I don't see the issue.

It's a cute and enjoyable anime that doesn’t rely on as many clichés as other romance anime. Even though it’s still an anime, I think it tells a believable story and is genuinely a solid concept. Two adults, co-workers, trying to keep their office romance a secret. A simple plot? Yes. Functional? Absolutely.

I’m not sure what else to add. Everyone has their own tastes, and that’s fine, but I don’t think these complaints hold much weight.

Personally, I do recommend this anime. It’s not the best I’ve ever seen, but it’s entertaining and very sweet. The main characters have great chemistry, and while the supporting cast isn’t particularly outstanding, they’re still enjoyable.",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"It's a very light and enjoyable romance to watch, straight to the point and without fuss, I wish there was more like this, the story tries to capture that ""air"" of forbidden love etc and uses that to create comical situations, Yui is very cute and Masugu is a guy who drools over his girlfriend but in the right amount, the animation is great, I hope there are more comical situations and some secret kisses with them almost being caught in the act 🤣 I finished watching the third episode and I'm going to keep watching, I hope it continues like this

finished: the anime met
                  ...
all expectations, knew how to balance the situations, didn't get carried away, I wish they had shown more of the new couple that appears but who knows in the second season, if you like romance anime this is almost a must watch, go for it without fear you won't regret it",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Not only was it the best romance of the season, we're also facing the best office romance.

The story is simple, an office romance that wants to remain hidden between the parties. Kono Kaisha arrived without any kind of spotlight on it, and it's not like it really needed it. The story knew it had the necessary quality to attract attention without even the need for publicity. The anime doesn't just aim to place two lovebirds in an office so they can constantly display affection. They play with the elements of a secret romance to tell various aspects of the protagonists' lives. During work, the focus
                  ...
is on professional and work-related topics. While during free time, it's when we get mushy. This duality suits the show quite well because it never feels cloying, but it also doesn't feel like it's trying to preach at your work life, if you're at that stage of your life.

The way it portrays office life is very accurate. It doesn't try to romanticize it but rather shows us a picture of reality. It shows how two people have to juggle their professional and personal lives while having a relationship they try to hide from their colleagues. On the professional side, they show us the harshness of the schedules and the unexpected overtime, but they also show us the hunger for growth, the pursuit of new projects, and the pursuit of new opportunities. Every adult knows that work isn't easy, but it's also true that we can enjoy this place where we spend more time than at home. On the personal side, they show how each of them views the relationship from both perspectives, both male and female. Each gender has its own ideas and concepts of what it means to be in a relationship. Friction is inevitable, but it's healthy for a relationship that has good communication; in the end, a relationship grows through conflict and reconciliation. I don't know if it's worth mentioning, but I know many people enjoy these types of references. The relationship is adult throughout, not only in the conflicts and thoughts, but also in the actions. At various points, they make it very clear, without being explicit or morbid, that the protagonists are sexually active. As I said, I don't know if it was worth it, but it's an element within the show.

One aspect that adds many points to the show is that what other romances this season didn't do, Kono Kaisha did twice. I mean, building a good romance. The main couple starts off established, so we don't get to see the back-and-forth that usually exists in the pre-relationship phase. The anime didn't settle for just one couple and showed us it knows how to handle romance by building a secondary couple completely from scratch. The best thing is that this couple is built and formalized over the course of two episodes, with a short but precise development. At no point does it feel forced or rushed; everything falls perfectly into place.

Kono Kaisha isn't good just because its protagonists love each other so much. It's good because it demonstrates and develops that even in the most mundane spaces of adult life, a feeling as beautiful and fleeting as love can exist. That such a brilliant feeling isn't something that can be kept hidden, because it always seeks to emerge.",Reviewer’s Rating: 10,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"In the desert of romance anime, there seems to be countless tired, boring, and cliché titles that all feel the same, with no development or even actual relationships. But this feels like a tall, cool glass of water. A refreshing take on romance that romance fans need much more of. I Have a Crush At Work is an adult romance anime that follows two office workers in a secret relationship. By adult, I mean two actual adults who are in a relationship. And thanks to this one aspect alone, this is more interesting and compelling than most high school anime. 

The story follows two office
                  ...
workers, Masugu and Mitsuya as they live their lives having a secret office relationship. The story is simple, but the setting and characters are what makes it effective. There's no high school melodrama nonsense, no cringe misunderstandings with over the top reactions, and it has actual romantic development between the two lovers aside from just holding hands or finally getting that first kiss. Seeing two adults together, well into their relationship and acting with maturity is this show's greatest strength From choosing to sleep over at one another's apartments, choosing vacations to go on, or discussing each other's daily stresses, you can see an actual relationship happening. It all feels grounded and believable.

The story and plot beats tread familiar territory with nothing too out of the ordinary, but I enjoyed see two adults with adult problems and jobs. It explores the daily struggle of keeping a secret romance from coworkers, the stress of a job, as well as their ever deepening relationship. If you're a fan of slice of life elements mixed in with romance, this is a fun and easy going watch.

The real meat and potatoes of the series is its characters. As explained prior, everyone is an adult and this is to the series' advantage. Everyone seems down to Earth, reasonable, and mature. Of course everyone has their quirks, insecurities, and flaws, but it all comes in a believable package. Masugu and Mitsuya's relationship is the main focus, and when they're together is when the series is at its best. Seeing their after work interactions is what it's all about. Some other characters get their own development, and it felt substantial enough without taking away from the main couple. The best part for me is that even during times of conflict or doubt, the characters handled things in a level-headed and reasonable way, like an adult should. Much different than your run of the mill high school romance. 

Visually, this is also nothing to write home about. The art is fairly basic, but it's attractive enough to keep your attention. Plenty of nice cityscape backgrounds and locales. The animation would be considered standard for a TV anime. The music is also nothing special, but it does its job.

Overall, if you're looking for a series with a relationship with real development, void of any cliché kiddie nonsense, look no further than this refreshing and comfy series.",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Romance anime can be a mixed bag. On one hand you’ve got the nearly incessant barrage of seasonal high school romance wherein teenagers experience their first love and spend an entire season building up to a confession, on the other you’ve got the occasional adult romance where the only difference between the cast and the teenage romance I just mentioned is that they’re physically adults. However, they don’t actually do anything to set themselves apart as adults. They just feel like physically older teenagers doing the same stupid stuff, not communicating, running from their feelings and acting like losers whenever they’re around the opposite sex.
                  ...
Enter Konosuki, I have a crush at work. It blows my mind how this didn’t get licensed by the major streamers because I can confidently say this is one of the best romance anime in this medium. No BS, no buildup to confession or couples being overly nervous with each other, we start the series with our main couple together and get 12 amazing episodes of them growing closer, strengthening their bond all while balancing their workplace commitments. If you’re tired of the usual anime romance and want to see actual adults acting like adults while dating and dealing with the same things you deal with on a daily basis, look no further. This is a must watch.

The very first episode of this show had me hooked. When I saw our main couple get together so soon, I knew this was going to be special and it didn’t disappoint. Yui and Masugu are absolutely adorable and one of the best ships I’ve ever seen in anime and it’s not like they’re some unrealistic idealised couple. They’re two very normal down to earth people that most of us will be able to relate to. They’re a great couple, but they’re also much more than that. I like how the series goes out of its way to show us that Masugu and Yui are their own individuals with their own interests and goals. Yes, they love being around each other, but they’re also focused on improving themselves and doing what they want to in life. It’s such a healthy dynamic and combined with the pleasant work environment where their creative interests are encouraged and fostered, I had a smile on my face every week. We see so many horror stories in anime and in real life with Japanese companies abusing their employees, so to see one where the employees are not just respected, but really treated like individuals and listened to and pushed to pursue the things they want, resonated with me. 

I am also a massive fan of how all the characters in the story actually voice whatever’s bothering them. If Yui is upset about something, Masugu won’t let it go and will get her to actually spill the issue, allowing them to compromise or work through it by the end of the episode. It’s one of those things that might seem mundane to some, but for me it takes a series from good to great because the characters behave in a realistic manner allowing me to become more immersed in and attached to the story and characters.

This is probably the first anime I have ever seen where sex is handled so casually and maturely too. Look, people have sex, especially when they’re in a relationship. Anime has a tendency to hyper fixate on it and make it such a big deal. That intimacy of sharing your body with someone is certainly important, but it doesn’t need to be made into a spectacle either. Masugu and Yui have casual sex at least 4-5 times in here and the show doesn’t make it out to be a fanservice moment or use any perverted camera angles, it’s literally just a natural progression of their dates and it feels real as hell. I really don’t think an anime has ever done it this well, hats off the author and the staff for showcasing sexual intimacy in such a mature way. 

Masugu and Yui are the main draw, but there’s a supporting couple that starts getting going at the end that I honestly kind of liked more than our main ship. Both are very realistic and well written, but Hayakawa’s little arc resonated with me even more because of the opposites attract situation. The author really knows how to write compelling couples and they seem to have a great understanding of human psychology. I just love when anime feels real. Yea, fantasy and over the top stuff is cool and all, but sometimes I want to watch something that could happen in real life!

My one complaint with the story is that the whole hiding the relationship from everyone at work gimmick doesn’t make too much sense after a while, especially when it’s clear that the workplace would have no issue with it given there’s no power dynamic imbalance and everyone at work is chill as hell. The show largely acts realistic and the two leads talk through their problems, they say what bothers them and don’t let things snowball, other than this.. but it’s sort of a minor thing. It is a fictional story and you’ve got to have some sort of gimmick to keep things engaging, I get it. 

The show looks great, love the character designs for Yui and Hayakawa especially, seiyuus are amazing and really do a good job of not sounding over the top. They go with the more natural lower tone voices and it only makes things more immersive! I have zero complaints with this show really. Knew it was going to be one of the best shows of the season from the start and it ended that way. 

Konosuki gets a very easy 10 out of 10.",Reviewer’s Rating: 10,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
